,School Name,School Address,School Phone,affiliation
1655,Dnyandeep International School,"Mandale Mala, Takari Road, Urnu Islampur, Wal...",02342 222999,CSEB
1656,Ideal English School,"Tasgaon Manerajuri Road, Chinchni...",02346204319,CSEB
1657,Jawahar Navodaya Vidyalaya,Palus Tasgaon...,"02346 26318 , 57454",CSEB
1658,Podar International School,"Midc Kupwad Road, Behind Boston Gym. Laxmi Ma...",0233-2305237/ 6451238,CSEB
1659,Prakash Public School,"Prakash Shaikshanik Sankul, Urun Islampur...","02342-225792,93,94",CSEB
1660,Shri A.b. Patil English School,Inam Dhamni Kolhapur Road...,0233 6093901,CSEB
1661,Takshila School,"Survey #412/5, 412/3 A & 412/3 B, South of Sh...","0591 0233-2623119 , 2436125",CSEB
1662,Venkateshwara Public School,Gat #2665 Pune Bangalore Highway A/p Peth Tal...,02342252466,CSEB
1663,Bharati Vidyapeeth God's Valley International School,Bharati Vidyapeeth Gods Valley International ...,"080 02168 240580 , 240581",CSEB
1664,Billimoria High School,Panchgani...,"02168 40314 , 40910 40314",CSEB
1665,Dr.p.v. Sukhatme English Medium School,"Gourishankar Education Society, Grahak Sangh,...","0494 02162 268750 , 0494-3204090",CSEB
1666,Jawahar Navodaya Vidyalaya,"Khawali, Kshetra Mahuli, District Tmaharastra...","02162 30434 , 30434",CSEB
1667,Krishna Foundations Jaywant International School,A/p-Wathar Karad...,02164263600,CSEB
1668,Krishna School,"P. O. Malkapur, Karad...",02164-241338,CSEB
1669,New Era High School,Chesson Road Panchgani...,"02168 40246 , 41101 41356",CSEB
1670,Podar International School,"Survey #43, Tamjai Nagar, Behind Mahanubhav M...",02162 - 253780,CSEB
1671,Podar International School,"Survey #1695, Karad-Masur Road, Koperde Havel...","(02164) 271600, 271602 , 292070",CSEB
1672,Sainik School,Satara...,"02162 34483 , 35860 33663",CSEB
1673,Sanjeewan Vidyalaya,Panchgani...,"02168 241913 , 40789 244230",CSEB
1674,Shreemant Shivajiraje English Medium School,A/p Jadhavwadi Talika Phaltan District Rik...,02166221221,CSEB
1675,Sunshine English Medium School,"At/post Khatav, Tal. Khatav...",0216 02375206210,CSEB
1676,Sweet Memories School,M. P. Nandu Charitable Trust's Sweet Memories...,02168-240396,CSEB
1677,Universal Knowledge School,Varye...,(02162) 236374,CSEB
1678,Vidya Niketan School,"S. #242 B, Main Road, Panchgani...",02168 240888,CSEB
1679,Jawahar Navodaya Vidyalaya,A/p Sangeli-Savarwad Tal Sawantwadi...,"02363 76713 , 76826",CSEB
1680,Indian Model School,"Jule, Near Julewater Tank...",02172342337,CSEB
1681,Jawahar Navodaya Vidyalaya,Mohol Tq Maharastra...,"02189 32538 , 50996",CSEB
1682,Kendriya Vidyalaya,Nearcentral Railway Institute Bhayya Chowk...,"0217 2319088 , 2319087",CSEB
1683,Kle English Medium School,"Narsimha Nagar, Jule-Sholapur...",0240 0217-2302280,CSEB
1684,Lotus English School,"Old Kasegaon Road, Kasegaon, Pandharpur, Maha...","02186-232233 , 09960959078",CSEB
1685,Maneers Vishwashanti Gurukul Nivasi School,"At. Post Wakhari, Akluj-Pandharpur Road...",9272206100,CSEB
1686,Podar International School,"Survey #19/6, Om Garden, Adjacent To Rajaswa ...",0217 6452888 / (0217) - 2300116 / 118,CSEB
1687,Sinhgad Public School,"GAT # 273/2/A, Kamlapur, Sangola, Solapur,Mah...",02187 - 283500,CSEB
1688,Sinhgad Public School,"Pandharpur-Karad Road, Korti...",06531 02186282266,CSEB
1689,Sinhgad Public School,"Pune-Sholapur Road, Opposite Sholapur Univers...","0485 02172350008 , 568663",CSEB
1690,SMT. Prayag Karad Vishwashanti English Medium High School,"Industrial Estate #3, Latur Road, Jamgaon ( A...",02184-204050,CSEB
1691,ST. Joseph's School,"66 Gattachiwadi, Agalegaon,
Barshi,...","02184 – 225744, 225745",CSEB
1692,Suyash Central School,"Bijapur Road, Near Srp Camp, Sholapur...","01482 02172744921 , 241465",CSEB
1693,Agragami Convent School,"Nalwadi Road, Mhasala...","020 07152200538 , 26851517",CSEB
1694,Alphonsa High School,Sawangi Meghe...,07152 246310,CSEB
1695,B V Bhavans Lloyds Vidya Niketan,Vidya Niketan Bhugaonwardha...,"07152 82085 , 82057",CSEB
1696,Bharatiya Vidya Bhavan,Girdhardas Mohota Vidya Mandir Post : Nandgao...,"07153244577, 07153244576",CSEB
1697,Channawars E Vidyamandir,Near Venketesh Polytechnic Arvi Road Yelakeli...,07152-327995,CSEB
1698,Gandhi City Public School,Agnihotri College Campus Bapuji Wadi Ram Naga...,,CSEB
1699,Gandhi City Public School,"Jahwahar Colony, Near Radhika Lawn, Nachangao...",07158283873,CSEB
1700,Innovative Minds School Of Excellence,"Institute of Sport, 7 Point, Nh #6...",07156 236006,CSEB
1701,Jawahar Navodaya Vidyalaya,Selu Kate...,"07152 82012 , 82012",CSEB
1702,Kendriya Vidyalaya,Cariappa Road Pulgaon Camp...,"07158 82004 , 83026",CSEB
1703,Kinkar International School,"Rehki Road, Seloo...",07155-220240,CSEB
1704,Mount Carmel Convent School,"Master Colony, P. O. Samudrapur...",07151225928,CSEB
1705,New English Academy of Genius,Mahadeopura...,07152324020,CSEB
1706,Ramabai Deshmukh Public School,"Beside District Social Welfare Office, Laxmi ...",07152255754,CSEB
1707,School of Scholars,At : Sawangi ( Meghe ) Tahsil & :...,"07152-329800, 270087",CSEB
1708,St. John's High School,Hinganghat...,07152200411,CSEB
1709,Swami Vivekanand International School,"Near Chinmay Mission, Canal Road, Pawnar...",07152-202466,CSEB
1710,Bhavana Public School,"Pundlik Nagar, Degaon, Post Linga Kotwal, Tq....","020 07251 - 227572 , 09604914597",CSEB
1711,Happy Faces The Concept School,Shelu Road...,07252-235057,CSEB
1712,Jawahar Navodaya Vidyalaya,Kata Roadmaharastra...,"07252 33002 , 34018",CSEB
1713,P.D. Jain Public School,"Near New Bus Stand ( Ansing ) Mouza Khadsing,...",07252226251,CSEB
1714,Sunrise English School,Loni Phata Risod...,07251223775,CSEB
1715,Dav Public School,Neeljay Colliery Township Wani Area P. O. Pun...,07239 32378,CSEB
1716,"Gurukul English Medium School, Digras","Manora Road, Digras...",07234223315,CSEB
1717,"Gurukul English Medium School, Kelapur","Kelapur Road, Pandharkawada, Kelapur...",07235-202604,CSEB
1718,Jawahar Navodaya Vidyalaya,Belora Tq : Ghatanji...,"07230 7187 , 7187",CSEB
1719,Jet Kids International School,Sandwa Mandwa Road Bori Khurd Pusad...,07233-248662,CSEB
1720,Kendriya Vidyalaya,"Godhni Road, Opposite Aakashwani, Maharashtra...","07232 241219 , 2188200",CSEB
1721,Macaroon Students Academy,"Wani, Mauza-Wadagaon Villege, Tal Wani...",9226678257,CSEB
1722,Markandeya Public School,"At : Baradgaon, Post : Gujari Ralegaon Yavat ...",0720-2202622,CSEB
1723,Sainik Public School,"At & P. O. - Wadki Tah-Ralegaon, ( M. S. )...",07202-202415,CSEB
1724,School Of Brilliant (co.ed.),Ward #4 Chhatrapati Chowk Vitthal Mandir Ward...,"0484 07202 225326 , 291525",CSEB
1725,School of Scholars,"Mouza : Bhoyar, Midc Area, Darva Road...",(07232) 252002,CSEB
1726,St. Aloysius English Med. School,Mahaphata Dhamangaon Road...,07232-243038,CSEB
1727,Swarnleela International School,"Nandepera Road, Near Soya Plant, At-Wanjri Ta...","01826 07239289834 , 01826-245238",CSEB
1728,Yavat Mal Public School,C/o Matoshri Veenadevi Darda English Med. Sch...,07232 247335,CSEB
1729,Bihar Public School,Ahirouli...,"0484 06183-226323, 223400",CSEB
1730,Cambridge Senior Secondary School,"Kathkouli, Buxar...",06183-649337,CSEB
1731,Dav School,"Itarhi Road, Lal Ganj...",06183222280,CSEB
1732,Foundation School,Gurudas Mathiya Post-Sonahaila...,"0 09334889625 , 09431132086",CSEB
1733,Jawahar Navodaya Vidyalaya,Nawa Nagar...,"0172 42116 , 775492",CSEB
1734,Kendriya Vidyalaya,"Buxar, Near Ram Rekha Ghat Campus of M. P. Hi...","06183 227980 , 820411",CSEB
1735,Saraswati Vidya Mandir,Ahirauli...,06183 227117,CSEB
1736,St. John Secondary School,"Dumraon, P. S. - Dumraon...",06323-222623,CSEB
1737,Dav Ispat Senior Secondary Public School,Rajhara Mines...,"07748 253371 , 09907182230",CSEB
1738,Government Model School,"Khamharia, District T-Bhatapara...",9302842706,CSEB
1739,Government Model School,"Patratu Block Rajpur, District, Chattisgarh...",9406130310,CSEB
1740,"Government Model School, Vhawarmal","Vhawarmal Post Chandarnagar, Chattisgarh...",969104048,CSEB
1741,Government Boys Higher Secondary School,Bemetara...,,CSEB
1742,Government Girls Higher Secondary School,Berla...,,CSEB
1743,Government Girls Higher Secondary School,Saja...,,CSEB
1744,Government Girls Higher Secondary School,Bemetara...,,CSEB
1745,Government Higher Secondary School,Nawagarh...,,CSEB
1746,Government Higher Secondary School,Sambalpur...,,CSEB
1747,Government Higher Secondary School,Saja...,,CSEB
1748,Model School,"Janta Block, Bematara, Block Kiya...",9424128750,CSEB
1749,Government Boys Higher Secondary School,Bijapur...,,CSEB
1750,Government Model School,"Manjhi Gudd, Block &...",9406286090,CSEB
1751,Government Model School,"Melasnau, Block & Tehsil-Bhairamgarh...","9424293146 , 9754897180",CSEB
1752,Government High School,"Androth Island, Ut Of...","04893 232333 , 232359",CSEB
1753,Government High School,"Katmat Island, Ut Of...","04897 274579 , 274322",CSEB
1754,Government Secondary School,"P. O. Agatli, Iceland Ut Of...","04893 04894242253 , 09894242256",CSEB
1755,Government Secondary School,Minicoy Post Minicoy Ut Lakshdweep...,"04892 222251,222261",CSEB
1756,Government Secondary School,"Amini Island, P. O. Amini Uto...","04891 273255 , 273256",CSEB
1757,Government Secondary School,Kalpeni Island Ut Of...,"04895 252839 , 252227",CSEB
1758,Government Secondary School,Kiltan Island Ut Of...,"04898 272239 , 272590",CSEB
1759,Government Secondary School,Chetlat Ut Of...,"04899 276256 , 276257",CSEB
1760,Government Senior Secondary School,Minicoy...,"04892 22251 , 22261",CSEB
1761,Government Senior Secondary School,Kavaratti ( U. ) - 682 555 Via HP. O. Kochi K...,"04896 62218 , 62664",CSEB
1762,Jawahar Navodaya Vidyalaya,Minicoy P. O...,"04892 22211 , 23107",CSEB
1763,Kendriya Vidyalaya,Kavaratti U. T. Oflakshadweep...,04896 263580,CSEB
1764,Kendriya Vidyalaya,"Piprai Road, Mungaoli, Ashok Nagar...",07548 273111,CSEB
1765,Balaghat English Higher Secondary School,"Ward #24, Surabhi Nagar Near Power House...",0763-241707,CSEB
1766,Central Academy,Malanjkhand...,"07637 57069 , 09717581151",CSEB
1767,Eklavya Model Residential School,"Ukwa, At & P. O. Ukwa, Teh. Baihev...","07663 292278 , 09425832161",CSEB
1768,Golden Tulip International School,"Jodsadak Katedhara, Nagpur Road, Katangi Dist...",09826598161,CSEB
1769,Green Valley Public School,"Village : Dongariya, Waraseoni Road ( M. P. )...",07632-248001,CSEB
1770,Gurudev International Public School,"Near Kayadi Railway Station, Mouja Kayadi, Po...",07633281555,CSEB
1771,Ideal Public School,Waraseoni Ward #8 Chandori in Front of Navoda...,07633253706,CSEB
1772,Jawahar Navodaya Vidyalaya,At Murjhar Tq Waraseoni...,"0836 873075 , 251490",CSEB
1773,Kendriya Vidyalaya,Balaghat Post Bharweli...,"0522 2817630 , 566688",CSEB
1774,"Kendriya Vidyalaya, Malanjkhand","Malanjkhand, Hindustan Copper Limited-Mcp Tow...",07637-257097,CSEB
1775,Maharishi Vidya Mandir,Bhatera...,"07632 72615 , 42274",CSEB
1776,Satpuda Valley Public School,"Sahutola ( Garra ), Lalburra Road...",07632205070,CSEB
1777,St. Mary's English Medium School,"Bhatera, Ward #2...",07632 248933,CSEB
1778,St. Vidhya Sagar Convent Higher Secondary School,"Ward #6, Lalburra Road, Tehsil Waraseoni...",07633-253875,CSEB
1779,Anjad Public Higher Secondary School,"Thikari Road, Anjar, Badwani...",07284-251185,CSEB
1780,Eklavya Model Residential School,Tehsil Barbani Barbani Mp...,"07290 222216 , 224068",CSEB
1781,Gurukul Public High School,Near Boys Hr. Sec. School...,"01676 07286280201 , 2185",CSEB
1782,Gurukul- The Real English Medium School,"Newali Road, Sendhwa...","0361 07281-283775 , 2471982",CSEB
1783,Jawahar Navodaya Vidyalaya,"Ozhar, Tq. Rajpur Badwani...","01735 07284 , 264450",CSEB
1784,Kendriya Vidyalaya,"Barwani, Model School Campus...","07290 223888 , 234235",CSEB
1785,Lions Convent Higher Secondary School,Near Choti Birasen Agra Bombay Road Sendhwa B...,"07281 222330 , 224382 27674227",CSEB
1786,Paramount Academy,"Silwad Road Badwani, MAdhya Pradesh -452015...","07290 282327 , 24359339",CSEB
1787,"Paramount Academy, Thikri","Barwani Road, Thikri, Badwani, Madhya Pradesh...","0761 267261 , 2758565",CSEB
1788,Prime Academy,"Badwani Road, Rajpur...","95121 0771256211 , 07442502321",CSEB
1789,Raghuwansh Public School,Near Saraswati Colony Sendhwa...,"07281 223647 , 07562224002",CSEB
1790,Sendhwa Public School,Shiv Colony Nivoli Road Sendhwa Badwani...,"07281 223232 , 07281228028",CSEB
1791,St. Augustines E. M. School,"Sendhwa, Badwani, 451666...",07281224204,CSEB
1792,St. Mary's English Medium School,"Annad Nagar, Badwani...",223198,CSEB
1793,Eklavya Model Residential School,Shahpur...,"07146 273099 , 290054",CSEB
1794,Jawahar Navodaya Vidyalaya,Prabhatpattan...,"0494 450350 , 450350",CSEB
1795,"Kendriya Vidyalaya, Amla","Air Force Station Amla Post Amla Depot, Betul...","07147-289557, 07147-289602 (R)",CSEB
1796,"Kendriya Vidyalaya, Kothi Bazar","Old Subhash School Campus, Kothi Bazar, Betul...",07141-236070,CSEB
1797,"Kendriya Vidyalaya, Sarni","Sarni, KV Rd, Sarni, Madhya Pradesh 460447...","07146 278 128, 0484 8128 , 558160",CSEB
1798,Little Flower Senior Secondary School,Sadar...,"02642 07141238574 , 02642-650484",CSEB
1799,M.g.m. Hr.sec.school,"P. B. #1, Pathakheda P. O. Ghadongri...",07146-250221,CSEB
1800,R D Public School,"Kala Patha, Near Kali Chattan...",07141 -233592,CSEB
1801,Satpura Valley Public School,"Sonaghati, Itarsi Road, Betul, Madhya Pradesh...",017141-329319,CSEB
1802,St.francis School,"Mor Dongari Road, Sarni, T. M. P...","044 07146256901 , 044-24724790",CSEB
1803,Chaudhary Central Convent School,Laskar Road...,07534230615,CSEB
1804,City Central School,"Shri Bankey Bihari Shiksha Samiti Bhawan, Nea...","07534 233784 , 8458811322, 8458811323",CSEB
1805,I P S Academy,Keerat Pura Bypass Roadmp...,07534 240248,CSEB
1806,Jawahar Navodaya Vidyalaya,Birkhadi...,"81236 , 81236",CSEB
1807,Kendriya Vidyalaya,Lahar Road Near Iti Campus...,"07534 242436 , 242443",CSEB
1808,M G D Education Acedmy,Gram Jamna Post Jamnamp...,07534242441,CSEB
1809,Model School,"Gwalior Road, Near Shivhare Petrol Pump...","04962 07534244119 , 2421525",CSEB
1810,Progressive Public School,Lahar...,"0751 252750 , 07529252750",CSEB
1811,Rajendra Convent School,Shastri Nagar Gwalior Road...,"07534 240579 , 09926219262",CSEB
1812,Scholars Public School,Yadunath Nagar ( M. P. )...,07534240054,CSEB
1813,Shining Glorious Scholars Public School,Raun...,9977579747,CSEB
1814,Shri Ramji Lal Higher Secondary School,"Soni District, M. P...","01659 07527-288464 , -",CSEB
1815,St. Michael's School,Keerathpura Road...,"01334 07534-240677 , 9897504601",CSEB
1816,Swaroop Vidya Niketan Higher Secondary School,"Near New Railway Station, Ater Road, & Teh., ...","07535 27247871 , 27863949",CSEB
1817,Vidyavati Public Central School,Bti Road...,07534240672,CSEB
1818,Burhanpur Public School,New Indira Colony...,"07325 52437 51911 , 51911 58717",CSEB
1819,J N V,"Icchapur ( Devi, Village & P. O., Loni ( M. P...","07325 226827 , 40231",CSEB
1820,Kendriya Vidyalaya,"Burhanpur, madhya pradesh - 450221
...","07335 202444 , 8085652896",CSEB
1821,"Kendriya Vidyalaya, Nepanagar","Nepanagar, Burhanpur, Madhya Pradesh 450221...","07325 222134, 222158",CSEB
1822,Nehru Montessori Higher Secondary School,Lal Bagh Bhuranpur...,"07325 243440 , 243245",CSEB
1823,Care English School,"Bus Stand, Mahoba Road...",07682-246561,CSEB
1824,G. C. M. Convent School,"Nowgong ( Bkd ), Mp. 471201...","0751 07685 257199, 256019 , 0751-4033202",CSEB
1825,Jawahar Navodaya Vidyalaya,Nowgong Bundelkhand...,"07685 256314 , 07685200080",CSEB
1826,Kendriya Vidayalaya,"Mahoba Road, Opposite Rto Office...","07682 245577 , 07682-244114",CSEB
1827,Kendriya Vidyalaya,C/o Muncipality Council of Tikamgarh...,,CSEB
1828,Maharishi Vidya Mandir,Deru Road Chattarpur...,"07682 241517 , 246953",CSEB
1829,Maria Mata Convent High School,"Choubey Colony, & Teh. Chhattarpur...","0768 2241687 , 2593126",CSEB
1830,Sanmati Vidhya Mandir Public School,"Infront of Chhatrasal Colony, Panna Road, Nea...","0120 07682241423 , 2758565",CSEB
1831,Sanskar The Public School,"Opposite Pitambara Temple, Satai Road, Chatta...",07682-242255,CSEB
1832,Shealing's Public School,In Front of Kishore Sagar Talab...,"01628 07682-245642 , 01628-281472",CSEB
1833,Takshshila Public Model High School,"Naugoun, Dauriya, Chhaturpur...","0761 07685-257777 , 2758565",CSEB
1834,Gyanodaya Vidya Mandir,C/o Diamond Cements P. O. Narsingarh...,"7601 241405 , 2408305 07601241405",CSEB
1835,Jawahar Navodaya Vidyalaya,Hatta...,"0731 2270 , 255121",CSEB
1836,Kendriya Vidyalaya,Killai Naka Balakot Road...,"07812 23224 23042 , 23042 07812223224",CSEB
1837,Maharishi Vidya Mandir,"Mvm Ladan Bagh, P. O. - Hathana...",07812-225384,CSEB
1838,Ojaswini School Par Excellence,"Malaiya Mill Campus, Mangaj Ward #4...",07812-228166,CSEB
1839,Shri Guru Nanak Higher Secondary School,"Chopra Rayetwari,  Near Government Polytechni...",07812 228707,CSEB
1840,St John's Higher Secondary School,Jabalpur Naka...,"07812 221047 , 226147 543373",CSEB
1841,Bhartiyam Vidyapeeth,"NH-75, Jhansi Road...",07522-237967,CSEB
1842,Jawahar Navodaya Vidyalaya,Beekar District...,"07541 68205 , 07541234821",CSEB
1843,Kendriya Vidyalaya,Rajghat Colony...,07522 234100,CSEB
1844,Little Flower International School,"Thandi Sadak, Gali #2...",07522233944,CSEB
1845,Lord Krishna Public School,"Hamirpur Tiraha, Village Hamirpur...",07522-237093,CSEB
1846,Rass-JB Public School,"Allua Mata Mandir, Jhansi Road ( M. P. )...",07522238538,CSEB
1847,Shree Kherapati Sarkaar Public School,Gwalior Road Indergarh...,07521-274290,CSEB
1848,Shri Rawatpura Sarkar Shanti International Public School,"Sri Campus, N. H. 75, Near Kalapuram, Jhansi ...",0510-6452950,CSEB
1849,St. Kolbe's School,"Datia Road, Indergarh...","0751 07521-274544 , 6499422",CSEB
1850,Eklavya Model Residential School,"Dindori, M. P...","07220 230301 , 9423610380",CSEB
1851,Jawahar Navodaya Vidyalaya,Dhamangaon...,"07644 269413 , 269407",CSEB
1852,Kendriya Vidyalaya,"Old Tehsil Bhawan, Civil Lines, Madhya Prades...","07644 234226 , 234235",CSEB
1853,Christ Senior Secondary School,Guna-Madhya Pradeh...,"07542 221268 , 226434",CSEB
1854,City Public High School,Shankarpur Magarda...,07543222527,CSEB
1855,Delhi Public School,N. F. L Vijaipur Project...,"07544 273057 , 07544273284",CSEB
1856,Hindupat Public School,"Bada Bagh, Near Krishi Upaj Mandi, Raghogarh,...",07544263021,CSEB
1857,Jawahar Navodaya Vidyalaya,Khiriya Devat Ashok Nagarmadhya Pradesh...,"07541 234821 , 07541234821",CSEB
1858,Jawahar Navodaya Vidyalaya,Bajranggarh...,,CSEB
1859,Jay Jyoti School,"Juet Campus A. B. Road, Raghogarh...","01274 07544267131 , 56726",CSEB
1860,Kendriya Vidyalaya,"Piprodha Khurd, Nana Khedi...","07542 268641,",CSEB
1861,Kendriya Vidyalaya,Gail Vijaipur...,"74265 , 84479",CSEB
1862,Muskan Public School,Vidisha Road...,07543222070,CSEB
1863,Neiil World School,"Gram Piprodakhurd, Indore Bypass Road...","07542-302800, 07542-302833",CSEB
1864,Sanskar Academy,"Guna Road Barkhedi, Ashok Nagar...",07542402375,CSEB
